strate_CP;sexe;IPS_CP;strate_CE1;CPFCOMO_Debut;CPFCOPH_Debut;CPFCOTE_Debut;CPFPHPH_Debut;CPFPHSY_Debut;CPFRLGP_Debut;CPFRLLE_Debut;CPFRLSI_Debut;CPFRLSY_Debut;CPMETNOCOEN_Debut;CPMETNOCORN_Debut;CPMETNOPR_Debut;CPMUTNOCA_Debut;CPMUTNOGN_Debut;CPMUTNOLN_Debut;CPFCOPH_Mi;CPFLILVMO_Mi;CPFLILVMOINV_Mi;CPFLILVTE_Mi;CPFLOE_Mi;CPFLOR_Mi;CPFPHPH_Mi;CPFRLGP_Mi;CPMNOCACOGN_Mi;CPMNOCACOLN_Mi;CPMNOCANECLAD_Mi;CPMNOCANECLSO_Mi;CPMNOCANOEN_Mi;CPMNOCARP_Mi;CE1COMO;CE1COPH;CE1FLOE;CE1FLOR;CE1LICP;CE1LICTEN;CE1LILVMO;CE1LILVTE;CE1MEGAS;CE1MNOCACOLN;CE1MNOCANECLAD;CE1MNOCANECLSO;CE1MNOCANECM;CE1MNOCANOEN;CE1MNOCANORC;CE1MNOCANORP;CE1MNOCARP;IPS_CE1;birthday;CodeEleve;CodeEtablissementCP;CodeEtablissementCE1;CodeClasseCP;CodeClasseCE1
Public Hors REP;Fille;94.5;Public Hors EP;10;10;11;9;8;6;2;3;13;11;10;0;6;2;1.5;11;17;17;16;9;8;8;10;37;2.5;0;2;10;4;7;13;0;7;5;1;29;38;3;2;0;0;5;8;7;2;2;95.1;2012-08;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Public Hors REP;Garcon;;Public Hors EP;13;13;11;3;7;6;5;3;6;11;10;2;7;28;1;12;18;15;14;5;7;5;9;40;5;7;7;8;3;0;14;0;7;2;0;26;16;7;9;6;6;8;9;10;14;5;98.4;2012-09;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Public Hors REP;Garcon;115;Public Hors EP;14;12;14;3;8;0;5;2;8;11;10;2;7;0;0;;26;12;32.8301886792453;3;;6;10;40;4;1;7;10;3;12;14;9;8;7;7;45;56;8;11;6;3;7;9;5;10;4;115.9;2012-10;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Public Hors REP;Garcon;;Public Hors EP;8;10;9;2;0;2;3;2;14;11;10;2;7;18;3.5;13;17;21;17;4;5;4;9;39;6;4;4;7;1;12;14;7;4;6;4;47;43;7;4.5;2;6;9;5;5;4;3;;2012-11;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Prive;Fille;113.6;Prive;11;11;12;2;1;6;0;4;8;11;9;1;8;9;0;9;20;23;20;9;8;3;9;19;2.5;4;0;10;0;12;11;11;12;7;8;57;65;5;0.5;2;1;10;4;9;7;4;116.6;2012-07;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Public Hors REP;Garcon;100.1;Public Hors EP;13;14;10;10;15;10;6;4;13;11;9;4;8;22;0;12;43.5;28.3018867924528;36;10;8;11;10;40;8.5;6;7;10;4;15;13;11;5;9;7;47;57;8;13;7;7;8;10;10;13;5;99.9;2012-08;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
REP+;Fille;75.2;REP+;12;14;11;7;10;10;4;4;23;11;10;5;8;44;4;;31.7647058823529;26;;10;;5;10;40;0;7;7;10;5;0;0;11;10;9;8;48;60;0;13.5;3;4;10;9;10;13;5;74.7;2012-09;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Public Hors REP;Fille;124.4;Public Hors EP;15;13;16;15;15;10;7;4;18;11;10;6;8;33;6;14;27;25;22;10;7;12;10;40;9;7;7;10;5;15;15;12;11;10;8;58;72;8;8.5;6;7;10;10;10;15;5;123.8;2012-05;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Public Hors REP;Fille;102.9;Public Hors EP;9;14;17;9;9;9;2;4;22;11;10;6;8;12;0;12;14;16;18;10;7;10;9;37;3.5;7;5;10;5;14;14;12;11;7;6;52;62;7;6.5;3;3;10;10;7;6;3;103.2;2012-10;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Public Hors REP;Garcon;97.8;Public Hors EP;11;13;9;9;14;10;7;4;12;11;10;5;8;30;5;12;22;16;19;10;7;12;10;35;6;7;7;10;4;15;13;11;12;8;8;39;51;3;;7;7;10;10;10;7;6;97.9;2012-12;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Public Hors REP;Garcon;100.1;Public Hors EP;14;12;15;15;14;8;5;4;16;3;10;2;8;19;6;13;21;17;21;8;7;12;10;40;7.5;6;6;10;3;15;15;8;10;10;8;42;46;8;14;5;6;6;10;10;9;6;100.4;2012-01;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Public Hors REP;Fille;129.2;Public Hors EP;12;12;15;8;12;9;6;4;24;11;10;3;8;37;5;13;26;28;26;8;4;10;10;40;3.5;7;0;10;4;15;14;11;6;10;6;32;35;7;3.5;7;6;9;10;9;9;5;128.6;2012-04;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Public Hors REP;Garcon;93.4;Public Hors EP;15;12;15;8;8;8;5;4;22;8;10;0;6;16;4;14;17;16;19;7;7;9;9;40;6;5;6;10;4;15;13;11;10;8;7;41;53;5;9;7;3;10;9;10;14;6;92.5;2012-09;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
REP;Garcon;79;REP;13;14;16;4;15;10;5;3;20;10;10;3;8;35;3.5;12;30;19;26;10;5;9;10;40;8;7;3;9;4;14;15;12;11;10;3;37;39;7;2.5;5;5;10;9;9;10;3;79.4;2012-05;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Public Hors REP;Garcon;97.3;Public Hors EP;10;10;13;1;9;6;4;4;14;11;10;2;8;30;1;9;18;13;19;9;7;11;9;40;5;5;6;7;4;13;13;10;9;7;6;50;73;5;10;6;7;10;5;7;8;3;97.7;2012-03;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
REP+;Fille;73.4;REP+;11;11;15;11;12;10;6;4;12;11;10;1;8;5;3.5;9;15;16;12;7;7;10;10;37;5;4;7;10;5;11;13;12;9;7;5;36;57;7;2.5;2;0;9;10;9;8;4;72.4;2012-08;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
REP+;Garcon;78;REP+;14;13;11;14;15;10;7;4;21;11;9;6;8;21;4.5;14;30;24.8275862068966;47.027027027027;10;7;12;10;39;5.5;7;5;10;4;15;15;12;5;8;7;47;51;8;12;7;8;10;10;9;16;6;76.5;2012-04;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Public Hors REP;Fille;124.7;Public Hors EP;12;13;17;15;13;10;4;4;24;10;10;5;8;30;6;14;62.1428571428571;45;64.6153846153846;10;8;10;10;40;7;6;7;10;4;15;15;12;10;10;8;84.2857142857143;99;7;9;7;6;10;9;10;14;5;126.2;2012-07;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Public Hors REP;Fille;102.8;Public Hors EP;14;14;16;12;8;10;5;4;8;11;10;5;8;44;2.5;14;13;23;26;10;8;12;10;36;8;6;3;9;3;15;15;12;12;10;8;44;58;7;15;7;6;10;10;10;14;5;100.9;2012-01;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Public Hors REP;Garcon;91.7;Public Hors EP;6;8;10;4;6;2;2;4;9;10;9;2;5;3;0.5;8;11;6;7;4;0;5;8;26;1;2;1;7;0;12;9;4;5;7;6;29;29;7;3;4;0;9;7;7;8;6;89.1;2012-07;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Public Hors REP;Garcon;86.9;Public Hors EP;8;9;6;5;12;6;4;4;21;11;10;3;8;22;4.5;12;12;16;11;7;5;8;9;39;4.5;6;6;10;2;11;14;7;3;7;4;17;9;4;1;2;1;10;9;8;10;5;84.4;2012-08;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Public Hors REP;Garcon;109.7;Public Hors EP;14;13;16;13;15;10;5;3;22;11;10;6;8;56;6;14;28;27;43.5;7;8;10;10;40;6;7;7;10;5;15;15;12;11;9;7;47;51;8;6;4;2;10;10;10;12;6;109.9;2012-05;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Prive;Garcon;103.3;Prive;9;12;9;11;13;1;4;2;6;11;10;5;8;31;1;12;12;15;8;7;1;11;10;36;2.5;4;4;9;0;11;11;10;2;2;4;34;22;5;2.5;1;3;9;4;7;12;3;103.8;2012-07;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Public Hors REP;Garcon;100.3;Public Hors EP;15;14;18;15;15;9;6;4;24;11;10;6;8;30;2;14;21;23;28;10;8;12;10;40;10;6;7;10;4;15;15;11;12;9;8;53;54;7;10;5;5;9;10;10;9;4;102;2012-06;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Public Hors REP;Fille;109.7;Public Hors EP;13;11;14;3;12;9;5;4;11;11;10;4;8;14;3;12;22;21;28;9;8;7;10;39;8;5;7;10;4;14;14;11;11;7;3;39;43;7;8;3;2;9;8;6;12;3;109.9;2012-09;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
REP+;Fille;66.8;REP+;6;8;8;5;7;5;2;3;18;10;9;1;8;8;0;4;6;13;11;8;4;5;10;19;1;1;1;10;3;8;11;8;5;8;1;23;7;5;1;2;2;6;5;6;8;1;65.4;2012-07;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Public Hors REP;Garcon;92.3;Public Hors EP;11;10;13;3;13;4;6;4;13;9;8;4;8;17;4;13;22;14;22;7;5;11;10;40;7;6;7;9;5;15;13;10;10;9;8;60;74;6;14.5;7;8;10;10;9;16;6;86.8;2012-08;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Public Hors REP;Fille;101.8;Public Hors EP;12;13;18;7;12;8;6;4;16;10;9;0;8;13;2.5;13;25;30;41.4285714285714;8;8;11;10;40;4.5;7;7;10;5;15;15;12;10;9;8;54;61;5;4;6;7;10;10;9;15;6;102.6;2012-10;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
REP;Garcon;83.3;REP;12;10;12;4;9;6;5;4;8;9;10;4;8;7;3.5;10;6;6;6;8;6;7;9;36;7;6;7;10;5;15;13;0;1;5;7;9;3;3;9.5;3;3;9;6;8;14;5;83.2;2011-07;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
REP;Fille;69.7;REP;8;9;4;0;8;1;0;0;4;8;10;0;6;4;0;6;4;7;3;0;2;1;1;13;0;0;0;5;0;7;8;8;3;0;3;21;4;3;4;1;3;6;5;8;2;2;69.3;2012-09;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Public Hors REP;Garcon;93.1;Public Hors EP;;7;1;5;;8;3;;;7;10;0;6;9;5;8;20;17;30;10;8;8;10;16;4.5;4;7;10;2;11;12;7;11;6;6;30;19;5;3;1;2;6;1;10;4;4;90.9;2012-03;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Public Hors REP;Garcon;103.7;Public Hors EP;13;13;11;14;13;10;7;4;11;11;10;4;8;35;3.5;10;27;24;39.0697674418605;7;7;12;9;40;8;6;0;10;5;12;13;10;10;9;5;54;54;5;14;5;7;9;9;9;8;4;99.1;2012-03;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
REP;Garcon;91.8;REP;8;12;9;12;13;6;4;2;22;11;10;0;8;60;2;11;16;25;36;9;7;9;10;40;2;5;2;10;2;15;14;11;11;10;7;43;57;6;5;2;2;10;9;9;14;3;89.2;2012-11;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Public Hors REP;Garcon;140.5;Public Hors EP;15;13;14;13;12;9;6;4;23;11;10;6;8;41;5;13;27;23;29;9;8;11;10;40;8;7;6;10;4;15;15;11;8;10;8;52;48;8;11;7;8;10;10;10;16;6;139.7;2012-06;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
REP;Garcon;82.1;REP;8;13;9;3;9;2;4;3;10;11;8;4;8;12;2.5;;;;;;;;;0;0;;0;;1;14;14;8;9;8;3;51;57;6;3;3;2;10;10;10;8;4;80.3;2012-05;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Public Hors REP;Fille;110.6;Public Hors EP;14;14;17;11;13;6;5;4;22;11;10;6;8;24;5.5;14;15;18;16;6;1;10;9;40;6;5;7;10;4;15;15;8;8;9;6;45;38;7;12;7;7;10;10;10;14;6;107.6;2012-07;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Prive;Garcon;104.1;Prive;10;9;9;5;4;4;1;0;5;11;10;0;7;0;0;11;9;12;12;9;6;6;10;6;1.5;2;0;3;1;11;12;10;11;8;5;37;33;2;4.5;2;0;6;9;8;5;3;105.6;2012-10;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Public Hors REP;Fille;86.8;Public Hors EP;9;13;10;8;11;7;4;0;16;11;10;2;7;14;0;13;27;27;33.75;9;6;12;10;25;5;4;0;9;4;13;14;10;10;9;6;47;55;3;4.5;1;3;9;10;9;10;3;87.2;2012-10;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Public Hors REP;Garcon;;Public Hors EP;13;13;14;11;13;7;5;4;10;11;10;6;8;31;5;14;18;14;10;9;8;10;9;39;4;7;5;10;5;13;14;12;10;10;7;44;54;7;9.5;7;8;10;10;10;15;6;;2012-01;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Prive;Garcon;114.5;Prive;14;14;16;12;13;10;5;4;10;11;10;6;8;19;1;14;20;22;23;9;6;12;9;38;5;6;7;8;3;13;15;11;5;10;8;47;57;7;3.5;5;3;10;10;9;9;5;113.7;2012-01;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Public Hors REP;Garcon;123.7;Public Hors EP;11;5;8;4;11;4;5;4;12;10;7;4;8;7;1.5;13;10;6;6;7;5;6;8;25;1;5;6;6;2;13;14;5;4;9;5;31;39;7;6;7;4;10;9;10;9;3;122.6;2012-07;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
REP;Garcon;101;REP;9;10;11;9;13;6;4;4;7;9;10;2;6;12;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;14;9;10;7;7;59;66;4;5.5;4;3;7;10;10;6;5;102;2012-06;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Public Hors REP;Fille;95.6;Public Hors EP;9;13;16;10;15;7;6;4;15;10;10;5;7;27;6;13;17;18;30.5263157894737;7;7;12;10;40;6.5;7;7;6;3;14;12;10;12;9;8;44;79;7;8;7;7;6;7;9;15;5;92.2;2012-03;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Public Hors REP;Garcon;101.5;Public Hors EP;12;10;15;9;13;4;4;4;24;10;9;2;7;47;1.5;14;12;12;1;7;4;8;10;33;2;6;2;7;1;15;15;12;9;8;3;39;38;4;3.5;0;0;5;4;5;8;2;102.9;2012-10;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
REP;Fille;89.3;REP;13;13;16;4;4;7;5;4;12;11;9;1;7;11;2;12;11;6;2;5;5;5;9;32;5;3;3;9;2;15;15;4;6;10;4;22;17;4;4;3;6;9;10;8;10;5;87.5;2012-02;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Prive;Garcon;123.5;Prive;15;14;17;15;13;9;5;4;13;11;10;6;8;27;6;14;31.0344827586207;51.4285714285714;84;9;8;12;10;38;9;6;7;10;5;15;15;12;11;10;8;75;78;7;12;6;7;8;10;10;12;6;122.8;2012-06;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Public Hors REP;Garcon;100;Public Hors EP;15;14;16;11;14;9;5;3;22;11;10;6;8;31;5;14;23;22;22;10;4;12;10;40;5;7;7;9;5;15;13;12;11;10;8;36;37;8;12;7;8;8;10;10;15;5;103.3;2012-07;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Prive;Garcon;113;Prive;14;12;15;12;11;10;5;4;15;11;10;6;7;25;2.5;12;37.5;25;51.1764705882353;8;5;12;8;40;7.5;7;7;10;4;15;15;11;10;10;7;48;64;7;13.5;7;7;10;10;10;13;6;112.3;2012-09;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
REP+;Garcon;78;REP+;14;14;15;15;14;8;7;3;24;11;10;6;8;59;4;13;46.1538461538462;24;;9;4;10;10;40;9;7;7;10;5;15;14;11;12;8;8;58;59;5;12.5;7;8;9;10;10;12;6;76.5;2012-01;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
REP;Fille;69.6;REP;13;7;14;9;13;8;4;4;23;11;10;0;8;42;2;14;6;5;29;6;4;10;10;24;4;7;7;7;3;10;11;3;2;0;0;10;2;0;1;2;0;9;6;6;13;2;71.7;2013-01;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Public Hors REP;Fille;95.6;Public Hors EP;13;13;17;13;14;8;4;3;7;11;10;2;6;18;5.5;14;23;21;43.5;9;7;12;7;30;8.5;7;7;9;5;13;15;9;10;9;8;50;60;4;7.5;1;0;8;9;10;6;3;96.5;2012-10;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Prive;Garcon;100.3;Prive;11;12;11;6;8;7;3;4;16;9;10;3;8;22;1.5;;14;7;;5;1;8;7;39;3.5;4;7;8;5;13;15;8;5;7;8;29;16;6;6;6;8;9;10;10;11;5;98;2012-10;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Prive;Fille;114.8;Prive;11;11;15;8;10;8;4;3;8;11;10;4;8;16;4.5;12;24;28;48;9;6;10;10;40;9;7;6;10;5;13;14;11;12;9;7;68.4;73;5;3;4;0;10;8;9;7;5;113.4;2012-03;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Public Hors REP;Garcon;131;Public Hors EP;13;13;11;11;14;5;1;4;20;8;10;1;7;42;0;13;23;17;16;9;4;12;10;39;0.5;7;3;9;2;15;15;11;7;9;5;49;48;5;6.5;6;5;6;10;10;8;5;131.7;2012-01;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Public Hors REP;Fille;94.2;Public Hors EP;11;13;13;4;13;1;4;4;9;11;10;2;8;17;4;11;13;25;14;10;4;9;9;40;2.5;3;5;10;2;15;12;12;3;9;8;39;51;5;3.5;2;2;7;10;9;4;3;;2012-04;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Public Hors REP;Garcon;85.6;Public Hors EP;8;13;10;2;5;10;1;3;9;11;10;1;5;14;1;12;19;19;18;7;6;7;10;35;4;1;4;8;0;11;10;9;7;9;5;36;38;4;0;1;1;3;8;9;2;1;84.9;2012-12;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Public Hors REP;Garcon;;Public Hors EP;14;14;16;8;13;7;5;3;15;11;10;1;8;16;5;14;25;27;43.5;10;7;9;10;40;3;7;0;10;2;15;15;12;12;10;2;48;59;0;2.5;3;0;0;10;10;7;4;;2012-03;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Public Hors REP;Fille;126.4;Public Hors EP;13;14;17;9;15;10;7;4;11;11;10;5;8;12;4;14;52;21;43.5;9;6;9;10;40;7;7;4;8;1;15;15;11;10;8;8;65.5555555555556;96;6;7.5;3;0;10;10;10;10;6;128.6;2012-06;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Prive;Garcon;117.1;Prive;15;13;14;6;13;4;3;4;23;11;10;4;8;19;4.5;13;15;14;27;6;6;9;9;39;3;6;0;10;3;15;14;10;10;7;6;42;38;6;2.5;2;1;10;9;10;4;5;119.1;2012-09;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Public Hors REP;Fille;123.3;Public Hors EP;12;11;10;5;7;6;2;3;9;5;10;4;4;17;0.5;13;15;9;11;7;2;7;8;17;3.5;6;0;6;1;11;15;7;4;8;6;15;9;5;4.5;1;1;7;3;6;4;3;121.5;2012-06;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Prive;Garcon;109.5;Prive;13;12;14;12;12;8;5;4;21;9;10;2;8;13;4;12;21;22;26;8;8;6;10;39;1;3;5;10;2;14;14;11;10;9;7;41;60;3;7;3;4;8;9;10;12;3;109.4;2012-06;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Public Hors REP;Garcon;108.4;Public Hors EP;8;11;12;15;14;6;6;4;23;11;10;4;8;60;4;10;19;21;52.7272727272727;9;8;12;10;40;7;7;6;10;3;14;15;11;7;10;6;54;64;8;10.5;7;7;10;8;9;10;5;106.4;2012-11;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Public Hors REP;Fille;103.7;Prive;13;14;13;7;10;3;5;4;24;11;10;5;8;38;6;14;11;13;10;6;8;11;10;40;2.5;7;7;10;4;13;15;12;9;8;8;52;66;8;5;3;1;9;8;9;12;5;115.7;2012-09;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Public Hors REP;Garcon;115.6;Public Hors EP;11;14;13;10;11;4;6;1;13;11;10;4;8;19;6;8;35.2941176470588;36;58;10;8;12;9;40;5.5;7;6;10;4;14;14;11;11;9;7;66.9230769230769;97;6;9;5;6;10;10;10;9;5;114.7;2012-12;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Public Hors REP;Fille;113.5;Public Hors EP;12;10;11;8;11;7;3;3;9;10;10;0;5;18;0;11;6;9;3;6;1;8;9;36;0;3;1;5;3;14;14;5;3;0;2;12;4;;;1;0;;;4;2;1;119.7;2012-02;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Public Hors REP;Fille;98.3;Public Hors EP;10;11;11;11;10;7;6;4;8;11;10;2;8;1;1;12;28.9285714285714;21;34.8;10;7;12;10;40;3;7;7;9;4;12;15;12;12;9;6;53;54;6;1.5;5;4;10;10;8;7;5;100;2012-04;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Prive;Fille;95.9;Prive;12;14;13;12;11;9;5;1;7;11;10;4;8;23;4;14;30;28;36.25;10;8;12;10;40;4.5;6;7;10;4;11;13;12;11;10;5;65.4545454545455;85;6;8.5;6;0;9;10;10;9;6;92;2012-04;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Public Hors REP;Garcon;108.2;Public Hors EP;14;13;10;8;10;10;6;4;19;8;10;1;8;19;3;12;124.615384615385;28.75;56;8;8;10;10;40;2.5;5;5;9;5;14;14;11;8;6;4;63.2727272727273;69;5;10;5;7;6;10;10;6;2;111.7;2012-11;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Public Hors REP;Garcon;96.4;Public Hors EP;13;14;15;9;13;10;5;4;11;11;10;3;8;15;0.5;14;6;3;11;3;1;10;10;39;4;4;5;10;3;13;;7;;6;2;37;45;6;8.5;3;0;5;9;10;11;4;98.3;2012-04;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Prive;Fille;147.2;Prive;14;14;17;9;12;9;6;4;11;11;10;5;8;7;3.5;14;29;23;43.5;10;7;12;10;40;6.5;6;6;10;4;15;14;12;11;8;7;57.8571428571429;102;8;8.5;7;5;10;10;9;12;6;147.4;2012-09;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Public Hors REP;Fille;124.7;Public Hors EP;13;14;18;10;15;9;4;4;11;11;9;6;8;25;4;14;12;11;14;10;8;12;10;40;3;7;7;10;3;14;14;11;6;9;8;23;12;4;2.5;2;4;8;10;10;15;5;122.8;2012-02;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Public Hors REP;Fille;94.3;Public Hors EP;14;13;15;15;13;9;6;4;23;11;10;5;7;60;5.5;14;39.1304347826087;31.1111111111111;34.8;9;8;12;10;40;6.5;7;7;10;3;15;15;11;12;10;7;44;62;7;11;7;5;4;9;9;9;3;96.2;2012-05;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
